CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|PT|MC|NVA_ALIANZA|MORENA|ES|PRI_PVEM_PT_NVA_ALIANZA|PRI_PVEM_PT|PRI_PVEM_NVA_ALIANZA|PRI_PT_NVA_ALIANZA|PVEM_PT_NVA_ALIANZA|PRI_PVEM|PRI_PT|PRI_NVA_ALIANZA|PVEM_PT|PVEM_NVA_ALIANZA|PT_NVA_ALIANZA|VOTOS_CAND_NREG_17ene16|VOTOS_VALIDOS_17ene16|VOTOS_NULOS_17ene16|VOTOS_TOTAL_17ene16|LISTA_NOMINAL_17ene16|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|164.00|URBANO(A)|B|129.00|123.00|7.00|0.00|4.00|61.00|10.00|3.00|0.00|8.00|1.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|348.00|8.00|357.00|571.00|ACTA DE CASILLA|||JE2015L_06_01_0164_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|164|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|164.00|URBANO(A)|C01|126.00|94.00|1.00|1.00|4.00|74.00|5.00|1.00|1.00|8.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|1.00|317.00|5.00|323.00|570.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|164|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|164.00|URBANO(A)|C02|103.00|101.00|5.00|0.00|6.00|71.00|14.00|2.00|2.00|7.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|314.00|11.00|325.00|570.00|ACTA DEL CONSEJO|||JE2015L_06_01_0164_2_C_0_5.pdf|1|8|5|VILLA DE ALVAREZ|164|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|165.00|URBANO(A)|B|161.00|112.00|9.00|4.00|4.00|80.00|13.00|4.00|0.00|5.00|0.00|1.00|1.00|0.00|2.00|1.00|1.00|1.00|0.00|0.00|0.00|399.00|8.00|407.00|648.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|165|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|165.00|URBANO(A)|C01|193.00|84.00|14.00|3.00|6.00|79.00|20.00|1.00|1.00|1.00|0.00|1.00|1.00|0.00|1.00|0.00|2.00|0.00|0.00|0.00|0.00|407.00|2.00|409.00|648.00|ACTA DE CASILLA|||JE2015L_06_01_0165_1_C_0_2.jpg|1|8|5|VILLA DE ALVAREZ|165|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|166.00|RURAL|B|64.00|56.00|0.00|1.00|1.00|7.00|2.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|133.00|3.00|136.00|225.00|ACTA DE CASILLA|||JE2015L_06_01_0166_1_B_0_2.jpg|1|4|5|VILLA DE ALVAREZ|166|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|166.00|RURAL|E01|20.00|36.00|0.00|1.00|1.00|5.00|2.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|67.00|4.00|71.00|110.00|ACTA DE CASILLA|||JE2015L_06_01_0166_1_E_0_2.jpg|1|4|5|VILLA DE ALVAREZ|166|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|167.00|RURAL|B|31.00|94.00|0.00|0.00|0.00|1.00|6.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|138.00|3.00|141.00|206.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|5|5|VILLA DE ALVAREZ|167|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|167.00|RURAL|E01|30.00|72.00|0.00|0.00|1.00|1.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|107.00|1.00|108.00|149.00|ACTA DE CASILLA|||JE2015L_06_01_0167_1_E_0_2.jpg|1|5|5|VILLA DE ALVAREZ|167|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|167.00|RURAL|E02|88.00|71.00|0.00|0.00|2.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|165.00|8.00|173.00|271.00|ACTA DE CASILLA|||JE2015L_06_01_0167_2_E_0_2.jpg|1|5|5|VILLA DE ALVAREZ|167|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|168.00|RURAL|B|168.00|114.00|3.00|1.00|6.00|14.00|2.00|1.00|2.00|1.00|0.00|2.00|1.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|317.00|8.00|326.00|516.00|ACTA DE CASILLA|||JE2015L_06_01_0168_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|168|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|169.00|RURAL|B|89.00|74.00|2.00|0.00|1.00|14.00|4.00|0.00|0.00|2.00|0.00|0.00|1.00|0.00|4.00|0.00|1.00|0.00|0.00|0.00|0.00|192.00|5.00|197.00|300.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|4|5|VILLA DE ALVAREZ|169|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|191.00|URBANO(A)|B|173.00|200.00|3.00|40.00|23.00|4.00|7.00|2.00|0.00|3.00|1.00|2.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|460.00|6.00|466.00|605.00|ACTA DE CASILLA|||JE2015L_06_01_0191_1_B_0_2.jpg|2|16|7|IXTLAHUACAN|191|U|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|191.00|URBANO(A)|C01|206.00|171.00|4.00|42.00|17.00|3.00|10.00|0.00|0.00|3.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|459.00|5.00|464.00|605.00|ACTA DE CASILLA|||JE2015L_06_01_0191_1_C_0_2.jpg|2|16|7|IXTLAHUACAN|191|U|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|192.00|URBANO(A)|B|140.00|193.00|1.00|33.00|15.00|15.00|3.00|0.00|0.00|2.00|2.00|0.00|0.00|0.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|408.00|5.00|413.00|601.00|ACTA DE CASILLA|||JE2015L_06_01_0192_1_B_0_2.jpg|2|16|7|IXTLAHUACAN|192|U|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|192.00|URBANO(A)|C01|142.00|203.00|2.00|56.00|15.00|17.00|11.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|452.00|1.00|453.00|601.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|2|16|7|IXTLAHUACAN|192|U|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|193.00|RURAL|B|21.00|54.00|0.00|21.00|0.00|3.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|105.00|1.00|106.00|141.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|2|16|7|IXTLAHUACAN|193|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|193.00|RURAL|E01|33.00|51.00|1.00|10.00|3.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|100.00|1.00|101.00|149.00|ACTA DE CASILLA|||JE2015L_06_01_0193_1_E_0_2.jpg|2|16|7|IXTLAHUACAN|193|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|194.00|RURAL|B|108.00|107.00|0.00|25.00|6.00|1.00|1.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|252.00|2.00|254.00|313.00|ACTA DE CASILLA|||JE2015L_06_01_0194_1_B_0_2.jpg|2|16|7|IXTLAHUACAN|194|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|195.00|RURAL|B|132.00|120.00|1.00|32.00|6.00|13.00|3.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|1.00|0.00|1.00|312.00|7.00|320.00|571.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|2|16|7|IXTLAHUACAN|195|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|196.00|RURAL|B|74.00|114.00|0.00|37.00|6.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|235.00|3.00|238.00|340.00|ACTA DE CASILLA|||JE2015L_06_01_0196_1_B_0_2.jpg|2|16|7|IXTLAHUACAN|196|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|197.00|RURAL|B|49.00|88.00|0.00|15.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|158.00|2.00|160.00|248.00|ACTA DE CASILLA|||JE2015L_06_01_0197_1_B_0_2.jpg|2|16|7|IXTLAHUACAN|197|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|199.00|RURAL|B|120.00|216.00|2.00|57.00|3.00|1.00|4.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|6.00|1.00|2.00|0.00|0.00|0.00|0.00|414.00|6.00|420.00|583.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|2|16|7|IXTLAHUACAN|199|R|
5|6|COLIMA|1|COLIMA|7.00|IXTLAHUACAN|199.00|RURAL|E01|15.00|79.00|0.00|0.00|3.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|99.00|0.00|99.00|118.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|2|16|7|IXTLAHUACAN|199|R|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|337.00|URBANO(A)|B|93.00|53.00|6.00|0.00|6.00|42.00|5.00|4.00|2.00|0.00|0.00|2.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|214.00|3.00|217.00|470.00|ACTA DE CASILLA|||JE2015L_06_01_0337_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|337|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|337.00|URBANO(A)|C01|106.00|54.00|3.00|0.00|5.00|25.00|7.00|1.00|1.00|3.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|207.00|5.00|212.00|470.00|ACTA DE CASILLA|||JE2015L_06_01_0337_1_C_0_2.jpg|1|5|5|VILLA DE ALVAREZ|337|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|338.00|URBANO(A)|B|84.00|56.00|10.00|0.00|1.00|39.00|8.00|2.00|0.00|3.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|204.00|2.00|206.00|428.00|ACTA DE CASILLA|||JE2015L_06_01_0338_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|338|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|338.00|URBANO(A)|C01|85.00|59.00|7.00|2.00|5.00|39.00|2.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|201.00|4.00|205.00|428.00|ACTA DE CASILLA|||JE2015L_06_01_0338_1_C_0_2.jpg|1|5|5|VILLA DE ALVAREZ|338|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|339.00|URBANO(A)|B|89.00|43.00|4.00|1.00|1.00|30.00|5.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|175.00|0.00|175.00|350.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|339|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|340.00|URBANO(A)|B|102.00|60.00|5.00|2.00|2.00|43.00|4.00|3.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|222.00|7.00|229.00|407.00|ACTA DE CASILLA|||JE2015L_06_01_0340_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|340|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|341.00|URBANO(A)|B|81.00|32.00|6.00|3.00|2.00|28.00|5.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|160.00|1.00|161.00|279.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|8|5|VILLA DE ALVAREZ|341|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|342.00|URBANO(A)|B|92.00|58.00|3.00|2.00|2.00|52.00|10.00|2.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|223.00|1.00|224.00|374.00|ACTA DE CASILLA|||JE2015L_06_01_0342_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|342|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|343.00|URBANO(A)|B|132.00|129.00|14.00|3.00|6.00|97.00|26.00|2.00|2.00|3.00|1.00|1.00|0.00|0.00|4.00|0.00|1.00|0.00|0.00|0.00|0.00|421.00|6.00|427.00|706.00|ACTA DE CASILLA|||JE2015L_06_01_0343_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|343|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|344.00|URBANO(A)|B|86.00|81.00|9.00|1.00|5.00|50.00|9.00|4.00|0.00|3.00|0.00|1.00|0.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|252.00|5.00|257.00|425.00|ACTA DE CASILLA|||JE2015L_06_01_0344_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|344|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|344.00|URBANO(A)|C01|80.00|104.00|5.00|3.00|5.00|39.00|6.00|4.00|0.00|5.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|253.00|1.00|254.00|425.00|ACTA DE CASILLA|||JE2015L_06_01_0344_1_C_0_2.jpg|1|8|5|VILLA DE ALVAREZ|344|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|345.00|URBANO(A)|B|158.00|132.00|7.00|6.00|4.00|101.00|16.00|1.00|0.00|6.00|0.00|3.00|0.00|0.00|2.00|2.00|0.00|0.00|1.00|0.00|0.00|439.00|2.00|441.00|743.00|ACTA DE CASILLA|||JE2015L_06_01_0345_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|345|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|346.00|URBANO(A)|B|99.00|71.00|5.00|1.00|1.00|62.00|9.00|0.00|0.00|1.00|0.00|2.00|1.00|0.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|255.00|3.00|258.00|421.00|ACTA DE CASILLA|||JE2015L_06_01_0346_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|346|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|347.00|URBANO(A)|B|160.00|117.00|13.00|1.00|6.00|96.00|14.00|2.00|0.00|1.00|1.00|2.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|1.00|416.00|9.00|426.00|662.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|347|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|348.00|URBANO(A)|B|81.00|68.00|4.00|1.00|4.00|42.00|14.00|1.00|0.00|5.00|0.00|1.00|0.00|0.00|1.00|0.00|5.00|0.00|0.00|0.00|0.00|227.00|0.00|227.00|382.00|ACTA DE CASILLA|||JE2015L_06_01_0348_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|348|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|348.00|URBANO(A)|C01|81.00|60.00|2.00|0.00|4.00|45.00|13.00|3.00|0.00|3.00|0.00|0.00|1.00|0.00|2.00|0.00|3.00|0.00|0.00|0.00|0.00|217.00|4.00|221.00|382.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|348|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|349.00|URBANO(A)|B|114.00|84.00|3.00|2.00|5.00|61.00|11.00|1.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|283.00|3.00|286.00|447.00|ACTA DE CASILLA|||JE2015L_06_01_0349_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|349|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|349.00|URBANO(A)|C01|104.00|96.00|13.00|1.00|0.00|65.00|17.00|4.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|304.00|2.00|306.00|446.00|ACTA DE CASILLA|||JE2015L_06_01_0349_1_C_0_2.jpg|1|8|5|VILLA DE ALVAREZ|349|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|350.00|URBANO(A)|B|152.00|131.00|14.00|4.00|7.00|88.00|14.00|0.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|417.00|7.00|424.00|701.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|350|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|351.00|URBANO(A)|B|94.00|86.00|14.00|3.00|11.00|58.00|13.00|2.00|1.00|9.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|293.00|1.00|294.00|452.00|ACTA DE CASILLA|||JE2015L_06_01_0351_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|351|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|352.00|URBANO(A)|B|85.00|84.00|11.00|2.00|1.00|53.00|17.00|0.00|0.00|2.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|257.00|1.00|258.00|435.00|ACTA DE CASILLA|||JE2015L_06_01_0352_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|352|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|353.00|URBANO(A)|B|96.00|56.00|0.00|2.00|6.00|44.00|10.00|1.00|1.00|2.00|0.00|0.00|1.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|222.00|3.00|225.00|395.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|353|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|354.00|URBANO(A)|B|174.00|122.00|5.00|3.00|2.00|91.00|18.00|1.00|0.00|3.00|0.00|2.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|422.00|6.00|428.00|698.00|ACTA DE CASILLA|||JE2015L_06_01_0354_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|354|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|355.00|URBANO(A)|B|88.00|74.00|11.00|1.00|0.00|70.00|11.00|1.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|260.00|2.00|262.00|449.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|8|5|VILLA DE ALVAREZ|355|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|355.00|URBANO(A)|C01|84.00|89.00|15.00|1.00|3.00|46.00|9.00|4.00|1.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|257.00|3.00|260.00|449.00|ACTA DE CASILLA|||JE2015L_06_01_0355_1_C_0_2.jpg|1|8|5|VILLA DE ALVAREZ|355|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|356.00|URBANO(A)|B|97.00|84.00|5.00|3.00|2.00|19.00|7.00|0.00|1.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|221.00|4.00|225.00|395.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|356|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|356.00|URBANO(A)|C01|88.00|79.00|11.00|0.00|9.00|27.00|11.00|3.00|0.00|5.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|235.00|4.00|240.00|395.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|356|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|357.00|URBANO(A)|B|130.00|111.00|12.00|2.00|5.00|91.00|16.00|1.00|0.00|4.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|373.00|7.00|380.00|646.00|ACTA DE CASILLA|||JE2015L_06_01_0357_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|357|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|358.00|URBANO(A)|B|143.00|106.00|8.00|1.00|8.00|70.00|16.00|0.00|0.00|6.00|1.00|1.00|0.00|0.00|1.00|0.00|2.00|0.00|0.00|0.00|1.00|363.00|5.00|369.00|614.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|358|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|359.00|URBANO(A)|B|148.00|89.00|10.00|1.00|6.00|79.00|16.00|4.00|1.00|5.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|360.00|7.00|367.00|630.00|RECUENTO(SRA)|||JE2015L_06_01_9_VR.pdf|1|8|5|VILLA DE ALVAREZ|359|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|360.00|URBANO(A)|B|126.00|102.00|8.00|4.00|6.00|66.00|19.00|3.00|1.00|2.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|339.00|0.00|339.00|555.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|8|5|VILLA DE ALVAREZ|360|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|361.00|URBANO(A)|B|141.00|100.00|13.00|3.00|4.00|79.00|8.00|2.00|1.00|3.00|0.00|0.00|0.00|0.00|2.00|0.00|2.00|0.00|0.00|0.00|0.00|358.00|2.00|360.00|639.00|ACTA DE CASILLA|||JE2015L_06_01_0361_1_B_0_2.jpg|1|8|5|VILLA DE ALVAREZ|361|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|362.00|URBANO(A)|B|91.00|49.00|5.00|0.00|3.00|38.00|5.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|193.00|4.00|197.00|451.00|ACTA DE CASILLA|||JE2015L_06_01_0362_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|362|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|362.00|URBANO(A)|C01|113.00|45.00|7.00|0.00|1.00|39.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|210.00|4.00|214.00|450.00|ACTA DE CASILLA|||JE2015L_06_01_0362_1_C_0_2.jpg|1|5|5|VILLA DE ALVAREZ|362|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|363.00|URBANO(A)|B|110.00|66.00|7.00|0.00|3.00|61.00|11.00|4.00|0.00|2.00|0.00|1.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|1.00|267.00|5.00|273.00|488.00|ACTA DE CASILLA|||JE2015L_06_01_0363_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|363|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|363.00|URBANO(A)|C01|100.00|60.00|0.00|4.00|5.00|58.00|14.00|2.00|0.00|4.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|249.00|1.00|250.00|488.00|RECUENTO(SRA)|||JE2015L_06_01_9_GPO3.pdf|1|5|5|VILLA DE ALVAREZ|363|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|364.00|URBANO(A)|B|111.00|72.00|12.00|4.00|1.00|67.00|12.00|3.00|1.00|5.00|0.00|1.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|291.00|2.00|293.00|574.00|ACTA DE CASILLA|||JE2015L_06_01_0364_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|364|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|365.00|URBANO(A)|B|87.00|48.00|8.00|2.00|1.00|50.00|5.00|2.00|0.00|5.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|210.00|3.00|213.00|380.00|ACTA DE CASILLA|||JE2015L_06_01_0365_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|365|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|366.00|URBANO(A)|B|90.00|60.00|7.00|2.00|6.00|45.00|9.00|2.00|1.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|225.00|1.00|226.00|460.00|ACTA DE CASILLA|||JE2015L_06_01_0366_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|366|U|
5|6|COLIMA|1|COLIMA|5.00|VILLA DE ALVAREZ|367.00|URBANO(A)|B|79.00|71.00|6.00|1.00|2.00|51.00|3.00|1.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|218.00|2.00|220.00|403.00|ACTA DE CASILLA|||JE2015L_06_01_0367_1_B_0_2.jpg|1|5|5|VILLA DE ALVAREZ|367|U|
