CIRCUNSCRIPCION|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|ID_DISTRITO_LOCAL|CABECERA_DISTRITAL|ID_MUNICIPIO|MUNICIPIO|SECCION|TIPO_SECCION|CASILLA|PAN|PRI|PRD|PVEM|PT|MC|NVA_ALIANZA|MORENA|PRI_PVEM_PT_NVA_ALIANZA|PRI_PVEM_PT|PRI_PVEM_NVA_ALIANZA|PRI_PT_NVA_ALIANZA|PVEM_PT_NVA_ALIANZA|PRI_PVEM|PRI_PT|PRI_NVA_ALIANZA|PVEM_PT|PVEM_NVA_ALIANZA|PT_NVA_ALIANZA|CAND_IND1|VOTOS_CAND_NREG|VOTOS_VALIDOS|VOTOS_NULOS|VOTOS_TOTAL|LISTA_NOMINAL|ESTATUS_ACTA|TEPJF|OBSERVACIONES|RUTA_ACTA|ID_DTTO_FEDERAL_jul2020|ID_DTTO_LOCAL_jul2020|MUNICIPIO_jul2020|NOM_MUN_jul2020|SECCION_jul2020|TIPO_SECC_jul2020|OBSERVACION_MMGE_31jul2020
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1641.00|URBANO(A)|C02|138.00|65.00|1.00|0.00|0.00|0.00|2.00|11.00|0.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|63.00|0.00|282.00|2.00|284.00|571.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371641C02.pdf|4|5|37|JUAREZ|1641|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|B|190.00|94.00|3.00|2.00|1.00|9.00|1.00|7.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|85.00|0.00|393.00|1.00|394.00|713.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642B.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C01|222.00|73.00|1.00|1.00|0.00|8.00|5.00|3.00|1.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|93.00|0.00|409.00|4.00|413.00|713.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642C01.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C02|175.00|73.00|1.00|7.00|1.00|7.00|3.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|92.00|1.00|363.00|0.00|364.00|713.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO050371642C02.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C03|200.00|56.00|6.00|2.00|0.00|12.00|6.00|9.00|1.00|1.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|110.00|1.00|404.00|1.00|406.00|713.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642C03.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C04|184.00|84.00|4.00|1.00|0.00|6.00|3.00|9.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|104.00|1.00|397.00|3.00|401.00|713.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642C04.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C05|204.00|69.00|3.00|3.00|1.00|4.00|6.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|84.00|0.00|383.00|7.00|390.00|713.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642C05.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C06|179.00|64.00|1.00|2.00|0.00|6.00|5.00|13.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|102.00|0.00|372.00|6.00|378.00|712.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642C06.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1642.00|URBANO(A)|C07|170.00|87.00|5.00|1.00|1.00|11.00|5.00|2.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|104.00|0.00|387.00|6.00|393.00|712.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371642C07.pdf|4|5|37|JUAREZ|1642|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1643.00|URBANO(A)|B|143.00|68.00|1.00|4.00|0.00|10.00|2.00|6.00|0.00|0.00|1.00|0.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|238.00|5.00|243.00|734.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371643B.pdf|4|4|37|JUAREZ|1643|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1644.00|URBANO(A)|B|91.00|39.00|0.00|0.00|0.00|5.00|0.00|4.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|37.00|0.00|176.00|2.00|178.00|350.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371644B.pdf|4|4|37|JUAREZ|1644|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1645.00|URBANO(A)|B|140.00|67.00|5.00|2.00|0.00|6.00|5.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|3.00|0.00|0.00|0.00|61.00|1.00|296.00|3.00|300.00|613.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371645B.pdf|4|4|37|JUAREZ|1645|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1646.00|URBANO(A)|B|141.00|73.00|3.00|1.00|0.00|8.00|4.00|7.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|76.00|0.00|315.00|2.00|317.00|610.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371646B.pdf|4|4|37|JUAREZ|1646|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1646.00|URBANO(A)|C01|143.00|64.00|2.00|3.00|0.00|10.00|0.00|11.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|65.00|1.00|300.00|6.00|307.00|610.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371646C01.pdf|4|4|37|JUAREZ|1646|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1647.00|URBANO(A)|B|119.00|57.00|1.00|7.00|0.00|1.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|61.00|0.00|249.00|5.00|254.00|495.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371647B.pdf|4|4|37|JUAREZ|1647|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1648.00|URBANO(A)|B|98.00|69.00|2.00|3.00|1.00|4.00|0.00|6.00|0.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|49.00|1.00|234.00|4.00|239.00|474.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371648B.pdf|4|4|37|JUAREZ|1648|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1649.00|URBANO(A)|B|93.00|59.00|2.00|0.00|0.00|7.00|4.00|7.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|48.00|0.00|221.00|0.00|221.00|431.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371649B.pdf|4|4|37|JUAREZ|1649|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1649.00|URBANO(A)|C01|100.00|76.00|1.00|0.00|0.00|5.00|0.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|43.00|0.00|228.00|4.00|232.00|431.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371649C01.pdf|4|4|37|JUAREZ|1649|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1650.00|URBANO(A)|B|97.00|78.00|3.00|4.00|0.00|2.00|3.00|4.00|3.00|0.00|1.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|70.00|1.00|267.00|4.00|272.00|563.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371650B.pdf|4|4|37|JUAREZ|1650|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1651.00|URBANO(A)|B|161.00|77.00|3.00|3.00|2.00|8.00|3.00|6.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|67.00|1.00|332.00|6.00|339.00|717.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371651B.pdf|4|4|37|JUAREZ|1651|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1652.00|URBANO(A)|B|74.00|62.00|2.00|3.00|1.00|8.00|2.00|9.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|51.00|0.00|213.00|10.00|223.00|472.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371652B.pdf|4|4|37|JUAREZ|1652|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1653.00|URBANO(A)|B|102.00|84.00|4.00|2.00|0.00|7.00|4.00|8.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|45.00|0.00|256.00|13.00|269.00|637.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371653B.pdf|4|4|37|JUAREZ|1653|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1654.00|URBANO(A)|B|64.00|41.00|3.00|1.00|0.00|3.00|3.00|5.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|36.00|0.00|157.00|4.00|161.00|427.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371654B.pdf|4|4|37|JUAREZ|1654|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1654.00|URBANO(A)|C01|70.00|40.00|1.00|4.00|1.00|5.00|1.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|46.00|0.00|175.00|8.00|183.00|426.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371654C01.pdf|4|4|37|JUAREZ|1654|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1655.00|URBANO(A)|B|75.00|48.00|3.00|3.00|2.00|6.00|1.00|6.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|36.00|2.00|180.00|2.00|184.00|400.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371655B.pdf|4|4|37|JUAREZ|1655|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1655.00|URBANO(A)|C01|58.00|52.00|0.00|1.00|0.00|4.00|3.00|5.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|23.00|3.00|148.00|6.00|157.00|399.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO040371655C01.pdf|4|4|37|JUAREZ|1655|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1656.00|URBANO(A)|B|58.00|54.00|2.00|1.00|3.00|5.00|0.00|2.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|36.00|4.00|162.00|4.00|170.00|436.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371656B.pdf|4|4|37|JUAREZ|1656|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1657.00|URBANO(A)|B|60.00|41.00|1.00|1.00|0.00|2.00|3.00|4.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|30.00|0.00|143.00|6.00|149.00|380.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371657B.pdf|4|4|37|JUAREZ|1657|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1657.00|URBANO(A)|C01|56.00|41.00|1.00|1.00|0.00|5.00|2.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|35.00|0.00|146.00|9.00|155.00|380.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371657C01.pdf|4|4|37|JUAREZ|1657|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1658.00|URBANO(A)|B|74.00|61.00|3.00|2.00|0.00|10.00|1.00|6.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|37.00|2.00|195.00|5.00|202.00|442.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371658B.pdf|4|4|37|JUAREZ|1658|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1659.00|URBANO(A)|B|109.00|70.00|2.00|0.00|0.00|8.00|4.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|80.00|1.00|280.00|6.00|287.00|629.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371659B.pdf|4|4|37|JUAREZ|1659|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1660.00|URBANO(A)|B|120.00|66.00|1.00|1.00|0.00|4.00|0.00|4.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|69.00|0.00|266.00|1.00|267.00|567.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371660B.pdf|4|4|37|JUAREZ|1660|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1661.00|URBANO(A)|B|112.00|86.00|4.00|1.00|0.00|7.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|1.00|0.00|0.00|0.00|73.00|0.00|290.00|4.00|294.00|598.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371661B.pdf|4|4|37|JUAREZ|1661|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1662.00|URBANO(A)|B|98.00|74.00|3.00|4.00|0.00|8.00|1.00|6.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|59.00|0.00|255.00|4.00|259.00|478.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371662B.pdf|4|4|37|JUAREZ|1662|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1663.00|URBANO(A)|B|122.00|104.00|2.00|1.00|0.00|6.00|2.00|15.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|43.00|0.00|295.00|6.00|301.00|622.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371663B.pdf|4|4|37|JUAREZ|1663|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1664.00|URBANO(A)|B|148.00|107.00|2.00|2.00|0.00|7.00|3.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|87.00|0.00|365.00|7.00|372.00|727.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371664B.pdf|4|4|37|JUAREZ|1664|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1665.00|URBANO(A)|B|119.00|55.00|3.00|0.00|0.00|10.00|1.00|9.00|1.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|50.00|0.00|249.00|6.00|255.00|537.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371665B.pdf|4|4|37|JUAREZ|1665|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1665.00|URBANO(A)|C01|104.00|52.00|2.00|2.00|0.00|5.00|3.00|5.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|74.00|0.00|248.00|2.00|250.00|536.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371665C01.pdf|4|4|37|JUAREZ|1665|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1673.00|URBANO(A)|C01|74.00|71.00|2.00|0.00|5.00|9.00|0.00|7.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|63.00|0.00|231.00|0.00|231.00|499.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371673C01.pdf|4|4|37|JUAREZ|1673|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1674.00|URBANO(A)|B|102.00|93.00|1.00|4.00|1.00|6.00|6.00|13.00|1.00|1.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|55.00|0.00|285.00|12.00|297.00|698.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371674B.pdf|4|4|37|JUAREZ|1674|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1675.00|URBANO(A)|B|111.00|62.00|2.00|4.00|1.00|8.00|2.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|68.00|1.00|261.00|12.00|274.00|380.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371675B.pdf|4|4|37|JUAREZ|1675|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1675.00|URBANO(A)|C01|52.00|57.00|0.00|4.00|1.00|6.00|1.00|5.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|41.00|0.00|167.00|4.00|171.00|379.00|ACTA DE CASILLA|Anulada|JIN-230/2016|http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371675C01.pdf|4|4|37|JUAREZ|1675|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1676.00|URBANO(A)|B|111.00|62.00|2.00|4.00|1.00|8.00|2.00|3.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|68.00|1.00|261.00|12.00|274.00|638.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371676B.pdf|4|4|37|JUAREZ|1676|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1677.00|URBANO(A)|B|128.00|74.00|3.00|1.00|0.00|6.00|2.00|8.00|2.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|84.00|0.00|309.00|4.00|313.00|485.00|GRUPO DE RECUENTO|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AR2016GO040371677B.pdf|4|4|37|JUAREZ|1677|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1678.00|URBANO(A)|B|124.00|66.00|6.00|0.00|0.00|2.00|3.00|14.00|1.00|0.00|0.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|83.00|0.00|301.00|5.00|306.00|596.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371678B.pdf|4|4|37|JUAREZ|1678|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1678.00|URBANO(A)|C01|132.00|79.00|5.00|3.00|0.00|11.00|5.00|5.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|61.00|1.00|302.00|4.00|307.00|595.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371678C01.pdf|4|4|37|JUAREZ|1678|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1679.00|URBANO(A)|B|100.00|52.00|2.00|2.00|0.00|10.00|0.00|12.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|68.00|0.00|247.00|4.00|251.00|494.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371679B.pdf|4|4|37|JUAREZ|1679|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1679.00|URBANO(A)|C01|83.00|60.00|3.00|2.00|1.00|6.00|1.00|3.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|53.00|0.00|213.00|6.00|219.00|493.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371679C01.pdf|4|4|37|JUAREZ|1679|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1680.00|URBANO(A)|B|122.00|65.00|1.00|1.00|0.00|6.00|1.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|65.00|0.00|270.00|1.00|271.00|503.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371680B.pdf|4|4|37|JUAREZ|1680|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1680.00|URBANO(A)|C01|122.00|65.00|1.00|1.00|0.00|6.00|1.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|65.00|0.00|270.00|1.00|271.00|502.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371680C01.pdf|4|4|37|JUAREZ|1680|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1681.00|URBANO(A)|B|91.00|40.00|1.00|0.00|0.00|9.00|1.00|6.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|49.00|0.00|198.00|4.00|202.00|410.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371681B.pdf|4|4|37|JUAREZ|1681|U|
1|8|CHIHUAHUA|3|4.00|JUAREZ|37.00|JUAREZ|1681.00|URBANO(A)|C01|106.00|38.00|0.00|3.00|0.00|1.00|1.00|1.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|59.00|0.00|210.00|3.00|213.00|409.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO040371681C01.pdf|4|4|37|JUAREZ|1681|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1682.00|URBANO(A)|B|137.00|61.00|2.00|1.00|0.00|5.00|0.00|9.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|88.00|1.00|303.00|0.00|304.00|618.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371682B.pdf|4|5|37|JUAREZ|1682|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1682.00|URBANO(A)|C01|148.00|60.00|3.00|1.00|0.00|4.00|1.00|10.00|0.00|0.00|1.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|80.00|0.00|309.00|2.00|311.00|618.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371682C01.pdf|4|5|37|JUAREZ|1682|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1682.00|URBANO(A)|C02|156.00|67.00|0.00|0.00|0.00|3.00|6.00|9.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|71.00|0.00|313.00|2.00|315.00|617.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371682C02.pdf|4|5|37|JUAREZ|1682|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1682.00|URBANO(A)|C03|146.00|70.00|6.00|1.00|0.00|6.00|2.00|6.00|1.00|0.00|0.00|2.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|66.00|0.00|306.00|3.00|309.00|617.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371682C03.pdf|4|5|37|JUAREZ|1682|U|
1|8|CHIHUAHUA|3|5.00|JUAREZ|37.00|JUAREZ|1683.00|URBANO(A)|B|191.00|54.00|4.00|0.00|0.00|7.00|4.00|11.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|137.00|0.00|408.00|1.00|409.00|710.00|ACTA DE CASILLA|||http://www.ieechihuahua.org.mx/public/sistema/archivos/repositorio_actas/AC2016GO050371683B.pdf|4|5|37|JUAREZ|1683|U|
